Region,Product Category,Population Density,Income Level,Climate,Season,Sales
North,Grains,Low,Low,Tropical,Autumn,1198
North,Grains,Low,Low,Tropical,Winter,4848
North,Grains,Low,Low,Temperate,Spring,7135
North,Grains,Low,Low,Temperate,Summer,5444
North,Grains,Low,Low,Temperate,Autumn,9571
North,Grains,Low,Low,Temperate,Winter,8040
North,Grains,Low,Low,Continental,Spring,7221
North,Grains,Low,Low,Continental,Summer,4548
North,Grains,Low,Low,Continental,Autumn,1793
North,Grains,Low,Low,Continental,Winter,7835
North,Grains,Low,Low,Polar,Spring,8731
North,Grains,Low,Low,Polar,Summer,5627
North,Grains,Low,Low,Polar,Autumn,8572
North,Grains,Low,Low,Polar,Winter,4320
North,Meat,High,High,Tropical,Spring,6674
North,Meat,High,High,Tropical,Summer,5369
North,Meat,High,High,Tropical,Autumn,9185
North,Meat,High,High,Tropical,Winter,3590
North,Meat,High,High,Temperate,Spring,8803
North,Meat,High,High,Temperate,Summer,9698
North,Meat,High,High,Temperate,Autumn,9820
North,Meat,High,High,Temperate,Winter,3499
North,Meat,High,High,Continental,Spring,1103
North,Meat,High,High,Continental,Summer,7238
North,Meat,High,High,Continental,Autumn,6465
North,Meat,High,High,Continental,Winter,3969
North,Meat,High,High,Polar,Spring,5566
North,Meat,High,High,Polar,Summer,8257
North,Meat,High,High,Polar,Autumn,4517
North,Meat,High,High,Polar,Winter,5313
North,Meat,High,Medium,Tropical,Spring,8278
North,Meat,High,Medium,Tropical,Summer,2095
North,Meat,High,Medium,Tropical,Autumn,1532
North,Meat,High,Medium,Tropical,Winter,4352
North,Meat,High,Medium,Temperate,Spring,8644
North,Meat,High,Medium,Temperate,Summer,1919
North,Meat,High,Medium,Temperate,Autumn,4513
North,Meat,High,Medium,Temperate,Winter,3637
North,Meat,High,Medium,Continental,Spring,2991
North,Meat,High,Medium,Continental,Summer,6307
North,Meat,High,Medium,Continental,Autumn,8934
North,Meat,High,Medium,Continental,Winter,4008
North,Meat,High,Medium,Polar,Spring,2965
North,Meat,High,Medium,Polar,Summer,2074
North,Meat,High,Medium,Polar,Autumn,4735
North,Meat,High,Medium,Polar,Winter,9788
North,Meat,High,Low,Tropical,Spring,1276
North,Meat,High,Low,Tropical,Summer,6032
North,Meat,High,Low,Tropical,Autumn,2507
North,Meat,High,Low,Tropical,Winter,8357
North,Meat,High,Low,Temperate,Spring,5992
North,Meat,High,Low,Temperate,Summer,6874
North,Meat,High,Low,Temperate,Autumn,2964
North,Meat,High,Low,Temperate,Winter,6039
North,Meat,High,Low,Continental,Spring,2479
North,Meat,High,Low,Continental,Summer,6027
North,Meat,High,Low,Continental,Autumn,4161
North,Meat,High,Low,Continental,Winter,2381
North,Meat,High,Low,Polar,Spring,9652
North,Meat,High,Low,Polar,Summer,4186
North,Meat,High,Low,Polar,Autumn,3917
North,Meat,High,Low,Polar,Winter,1361
North,Meat,Medium,High,Tropical,Spring,6145
North,Meat,Medium,High,Tropical,Summer,4629
North,Meat,Medium,High,Tropical,Autumn,3625
North,Meat,Medium,High,Tropical,Winter,2435
North,Meat,Medium,High,Temperate,Spring,4701
North,Meat,Medium,High,Temperate,Summer,2605
North,Meat,Medium,High,Temperate,Autumn,6541
North,Meat,Medium,High,Temperate,Winter,6112
North,Meat,Medium,High,Continental,Spring,4749
North,Meat,Medium,High,Continental,Summer,9248
North,Meat,Medium,High,Continental,Autumn,6827
North,Meat,Medium,High,Continental,Winter,9458
North,Meat,Medium,High,Polar,Spring,2815
North,Meat,Medium,High,Polar,Summer,8526
North,Meat,Medium,High,Polar,Autumn,4605
North,Meat,Medium,High,Polar,Winter,4434
North,Meat,Medium,Medium,Tropical,Spring,9900
North,Meat,Medium,Medium,Tropical,Summer,3014
North,Meat,Medium,Medium,Tropical,Autumn,1622
North,Meat,Medium,Medium,Tropical,Winter,6372
North,Meat,Medium,Medium,Temperate,Spring,5020
North,Meat,Medium,Medium,Temperate,Summer,8184
North,Meat,Medium,Medium,Temperate,Autumn,6003
North,Meat,Medium,Medium,Temperate,Winter,6107
North,Meat,Medium,Medium,Continental,Spring,1598
North,Meat,Medium,Medium,Continental,Summer,1578
North,Meat,Medium,Medium,Continental,Autumn,4678
North,Meat,Medium,Medium,Continental,Winter,9705
North,Meat,Medium,Medium,Polar,Spring,1404
North,Meat,Medium,Medium,Polar,Summer,6518
North,Meat,Medium,Medium,Polar,Autumn,8612
North,Meat,Medium,Medium,Polar,Winter,4024
North,Meat,Medium,Low,Tropical,Spring,9273
North,Meat,Medium,Low,Tropical,Summer,8161
North,Meat,Medium,Low,Tropical,Autumn,8731
North,Meat,Medium,Low,Tropical,Winter,1017
North,Meat,Medium,Low,Temperate,Spring,2871
North,Meat,Medium,Low,Temperate,Summer,1736
North,Meat,Medium,Low,Temperate,Autumn,7326
North,Meat,Medium,Low,Temperate,Winter,2617
North,Meat,Medium,Low,Continental,Spring,3168
North,Meat,Medium,Low,Continental,Summer,1284
North,Meat,Medium,Low,Continental,Autumn,9537
North,Meat,Medium,Low,Continental,Winter,3675
North,Meat,Medium,Low,Polar,Spring,5137
North,Meat,Medium,Low,Polar,Summer,7037
North,Meat,Medium,Low,Polar,Autumn,7742
North,Meat,Medium,Low,Polar,Winter,9246
North,Meat,Low,High,Tropical,Spring,3789
North,Meat,Low,High,Tropical,Summer,3146
North,Meat,Low,High,Tropical,Autumn,1339
North,Meat,Low,High,Tropical,Winter,5188
North,Meat,Low,High,Temperate,Spring,7842
North,Meat,Low,High,Temperate,Summer,6631
North,Meat,Low,High,Temperate,Autumn,7492
North,Meat,Low,High,Temperate,Winter,5614
North,Meat,Low,High,Continental,Spring,5330
North,Meat,Low,High,Continental,Summer,9674
North,Meat,Low,High,Continental,Autumn,2740
North,Meat,Low,High,Continental,Winter,2652
North,Meat,Low,High,Polar,Spring,2327
North,Meat,Low,High,Polar,Summer,5421
North,Meat,Low,High,Polar,Autumn,4982
North,Meat,Low,High,Polar,Winter,7226
North,Meat,Low,Medium,Tropical,Spring,5879
North,Meat,Low,Medium,Tropical,Summer,5122
North,Meat,Low,Medium,Tropical,Autumn,5784
North,Meat,Low,Medium,Tropical,Winter,2885
North,Meat,Low,Medium,Temperate,Spring,6822
North,Meat,Low,Medium,Temperate,Summer,8046
North,Meat,Low,Medium,Temperate,Autumn,2060
North,Meat,Low,Medium,Temperate,Winter,2001
North,Meat,Low,Medium,Continental,Spring,5272
North,Meat,Low,Medium,Continental,Summer,4235
North,Meat,Low,Medium,Continental,Autumn,9962
North,Meat,Low,Medium,Continental,Winter,7301
North,Meat,Low,Medium,Polar,Spring,9317
North,Meat,Low,Medium,Polar,Summer,3269
North,Meat,Low,Medium,Polar,Autumn,8312
North,Meat,Low,Medium,Polar,Winter,8666
North,Meat,Low,Low,Tropical,Spring,8452
North,Meat,Low,Low,Tropical,Summer,7243
North,Meat,Low,Low,Tropical,Autumn,9412
North,Meat,Low,Low,Tropical,Winter,3463
North,Meat,Low,Low,Temperate,Spring,7563
North,Meat,Low,Low,Temperate,Summer,1907
North,Meat,Low,Low,Temperate,Autumn,7810
North,Meat,Low,Low,Temperate,Winter,6837
North,Meat,Low,Low,Continental,Spring,3145
North,Meat,Low,Low,Continental,Summer,6380
North,Meat,Low,Low,Continental,Autumn,2982
North,Meat,Low,Low,Continental,Winter,6551
North,Meat,Low,Low,Polar,Spring,3077
North,Meat,Low,Low,Polar,Summer,1021
North,Meat,Low,Low,Polar,Autumn,5359
North,Meat,Low,Low,Polar,Winter,3779
North,Snacks,High,High,Tropical,Spring,6761
North,Snacks,High,High,Tropical,Summer,8717
North,Snacks,High,High,Tropical,Autumn,9789
North,Snacks,High,High,Tropical,Winter,8276
North,Snacks,High,High,Temperate,Spring,2736
North,Snacks,High,High,Temperate,Summer,9830
North,Snacks,High,High,Temperate,Autumn,8723
North,Snacks,High,High,Temperate,Winter,5677
North,Snacks,High,High,Continental,Spring,6622
North,Snacks,High,High,Continental,Summer,2341
North,Snacks,High,High,Continental,Autumn,1817
North,Snacks,High,High,Continental,Winter,4547
North,Snacks,High,High,Polar,Spring,9088
North,Snacks,High,High,Polar,Summer,5571
North,Snacks,High,High,Polar,Autumn,2158
North,Snacks,High,High,Polar,Winter,2867
North,Snacks,High,Medium,Tropical,Spring,3421
North,Snacks,High,Medium,Tropical,Summer,2769
North,Snacks,High,Medium,Tropical,Autumn,9012
North,Snacks,High,Medium,Tropical,Winter,8323
North,Snacks,High,Medium,Temperate,Spring,2761
North,Snacks,High,Medium,Temperate,Summer,7864
North,Snacks,High,Medium,Temperate,Autumn,5979
North,Snacks,High,Medium,Temperate,Winter,6238
North,Snacks,High,Medium,Continental,Spring,9817
North,Snacks,High,Medium,Continental,Summer,5851
North,Snacks,High,Medium,Continental,Autumn,9363
North,Snacks,High,Medium,Continental,Winter,7465
North,Snacks,High,Medium,Polar,Spring,8498
North,Snacks,High,Medium,Polar,Summer,6027
North,Snacks,High,Medium,Polar,Autumn,3182
North,Snacks,High,Medium,Polar,Winter,5435
North,Snacks,High,Low,Tropical,Spring,7662
North,Snacks,High,Low,Tropical,Summer,2201
North,Snacks,High,Low,Tropical,Autumn,9710
North,Snacks,High,Low,Tropical,Winter,3170
North,Snacks,High,Low,Temperate,Spring,3345
North,Snacks,High,Low,Temperate,Summer,6095
North,Snacks,High,Low,Temperate,Autumn,2884
North,Snacks,High,Low,Temperate,Winter,2237
North,Snacks,High,Low,Continental,Spring,3845
North,Snacks,High,Low,Continental,Summer,2303
North,Snacks,High,Low,Continental,Autumn,4430
North,Snacks,High,Low,Continental,Winter,8855
North,Snacks,High,Low,Polar,Spring,3870
North,Snacks,High,Low,Polar,Summer,1808
North,Snacks,High,Low,Polar,Autumn,3681
North,Snacks,High,Low,Polar,Winter,3558
North,Snacks,Medium,High,Tropical,Spring,4500
North,Snacks,Medium,High,Tropical,Summer,5527
North,Snacks,Medium,High,Tropical,Autumn,8862
North,Snacks,Medium,High,Tropical,Winter,6394
North,Snacks,Medium,High,Temperate,Spring,2805
North,Snacks,Medium,High,Temperate,Summer,5313
North,Snacks,Medium,High,Temperate,Autumn,2963
North,Snacks,Medium,High,Temperate,Winter,1401
North,Snacks,Medium,High,Continental,Spring,4808
North,Snacks,Medium,High,Continental,Summer,4342
North,Snacks,Medium,High,Continental,Autumn,2369
North,Snacks,Medium,High,Continental,Winter,8504
North,Snacks,Medium,High,Polar,Spring,9035
North,Snacks,Medium,High,Polar,Summer,6228
North,Snacks,Medium,High,Polar,Autumn,3725
North,Snacks,Medium,High,Polar,Winter,5352
North,Snacks,Medium,Medium,Tropical,Spring,9462
North,Snacks,Medium,Medium,Tropical,Summer,9866
North,Snacks,Medium,Medium,Tropical,Autumn,8044
North,Snacks,Medium,Medium,Tropical,Winter,6273
North,Snacks,Medium,Medium,Temperate,Spring,8139
North,Snacks,Medium,Medium,Temperate,Summer,5158
North,Snacks,Medium,Medium,Temperate,Autumn,8314
North,Snacks,Medium,Medium,Temperate,Winter,4769
North,Snacks,Medium,Medium,Continental,Spring,6913
North,Snacks,Medium,Medium,Continental,Summer,4821
North,Snacks,Medium,Medium,Continental,Autumn,2896
North,Snacks,Medium,Medium,Continental,Winter,7914
North,Snacks,Medium,Medium,Polar,Spring,2441
North,Snacks,Medium,Medium,Polar,Summer,4108
North,Snacks,Medium,Medium,Polar,Autumn,9797
North,Snacks,Medium,Medium,Polar,Winter,3269
North,Snacks,Medium,Low,Tropical,Spring,6985
North,Snacks,Medium,Low,Tropical,Summer,6026
North,Snacks,Medium,Low,Tropical,Autumn,7104
North,Snacks,Medium,Low,Tropical,Winter,8417
North,Snacks,Medium,Low,Temperate,Spring,2795
North,Snacks,Medium,Low,Temperate,Summer,9912
North,Snacks,Medium,Low,Temperate,Autumn,3972
North,Snacks,Medium,Low,Temperate,Winter,7850
North,Snacks,Medium,Low,Continental,Spring,8430
North,Snacks,Medium,Low,Continental,Summer,8923
North,Snacks,Medium,Low,Continental,Autumn,9734
North,Snacks,Medium,Low,Continental,Winter,6076
North,Snacks,Medium,Low,Polar,Spring,2611
North,Snacks,Medium,Low,Polar,Summer,1704
North,Snacks,Medium,Low,Polar,Autumn,5243
North,Snacks,Medium,Low,Polar,Winter,8189
North,Snacks,Low,High,Tropical,Spring,3369
North,Snacks,Low,High,Tropical,Summer,8285
North,Snacks,Low,High,Tropical,Autumn,4485
North,Snacks,Low,High,Tropical,Winter,3078
North,Snacks,Low,High,Temperate,Spring,4802
North,Snacks,Low,High,Temperate,Summer,6397
North,Snacks,Low,High,Temperate,Autumn,9049
North,Snacks,Low,High,Temperate,Winter,6959
North,Snacks,Low,High,Continental,Spring,4995
North,Snacks,Low,High,Continental,Summer,1929
North,Snacks,Low,High,Continental,Autumn,4078
North,Snacks,Low,High,Continental,Winter,9784
North,Snacks,Low,High,Polar,Spring,8025
North,Snacks,Low,High,Polar,Summer,4033
North,Snacks,Low,High,Polar,Autumn,4526
North,Snacks,Low,High,Polar,Winter,1820
North,Snacks,Low,Medium,Tropical,Spring,3930
North,Snacks,Low,Medium,Tropical,Summer,7809
North,Snacks,Low,Medium,Tropical,Autumn,6894
North,Snacks,Low,Medium,Tropical,Winter,2271
North,Snacks,Low,Medium,Temperate,Spring,1962
North,Snacks,Low,Medium,Temperate,Summer,9497
North,Snacks,Low,Medium,Temperate,Autumn,2841
North,Snacks,Low,Medium,Temperate,Winter,3426
North,Snacks,Low,Medium,Continental,Spring,4397
North,Snacks,Low,Medium,Continental,Summer,6834
North,Snacks,Low,Medium,Continental,Autumn,9457
North,Snacks,Low,Medium,Continental,Winter,7489
North,Snacks,Low,Medium,Polar,Spring,7684
North,Snacks,Low,Medium,Polar,Summer,8044
North,Snacks,Low,Medium,Polar,Autumn,3520
North,Snacks,Low,Medium,Polar,Winter,8972
North,Snacks,Low,Low,Tropical,Spring,2295
North,Snacks,Low,Low,Tropical,Summer,8859
North,Snacks,Low,Low,Tropical,Autumn,9752
North,Snacks,Low,Low,Tropical,Winter,1240
North,Snacks,Low,Low,Temperate,Spring,8142
North,Snacks,Low,Low,Temperate,Summer,5731
North,Snacks,Low,Low,Temperate,Autumn,1368
North,Snacks,Low,Low,Temperate,Winter,5680
North,Snacks,Low,Low,Continental,Spring,7862
North,Snacks,Low,Low,Continental,Summer,8632
North,Snacks,Low,Low,Continental,Autumn,2343
North,Snacks,Low,Low,Continental,Winter,6647
North,Snacks,Low,Low,Polar,Spring,9993
North,Snacks,Low,Low,Polar,Summer,5836
North,Snacks,Low,Low,Polar,Autumn,8467
North,Snacks,Low,Low,Polar,Winter,1127
South,Fruits,High,High,Tropical,Spring,4944
South,Fruits,High,High,Tropical,Summer,3521
South,Fruits,High,High,Tropical,Autumn,3546
South,Fruits,High,High,Tropical,Winter,8020
South,Fruits,High,High,Temperate,Spring,8004
South,Fruits,High,High,Temperate,Summer,6966
South,Fruits,High,High,Temperate,Autumn,8316
South,Fruits,High,High,Temperate,Winter,9956
South,Fruits,High,High,Continental,Spring,2939
South,Fruits,High,High,Continental,Summer,2222
South,Fruits,High,High,Continental,Autumn,4277
South,Fruits,High,High,Continental,Winter,7233
South,Fruits,High,High,Polar,Spring,6774
South,Fruits,High,High,Polar,Summer,5367
South,Fruits,High,High,Polar,Autumn,2980
South,Fruits,High,High,Polar,Winter,7933
South,Fruits,High,Medium,Tropical,Spring,3197
South,Fruits,High,Medium,Tropical,Summer,6142
South,Fruits,High,Medium,Tropical,Autumn,6820
South,Fruits,High,Medium,Tropical,Winter,6199
South,Fruits,High,Medium,Temperate,Spring,5006
South,Fruits,High,Medium,Temperate,Summer,9844
South,Fruits,High,Medium,Temperate,Autumn,3254
South,Fruits,High,Medium,Temperate,Winter,6306
South,Fruits,High,Medium,Continental,Spring,4722
South,Fruits,High,Medium,Continental,Summer,5885
South,Fruits,High,Medium,Continental,Autumn,8822
South,Fruits,High,Medium,Continental,Winter,5607
South,Fruits,High,Medium,Polar,Spring,9652
South,Fruits,High,Medium,Polar,Summer,9491
South,Fruits,High,Medium,Polar,Autumn,8588
South,Fruits,High,Medium,Polar,Winter,4117
South,Fruits,High,Low,Tropical,Spring,7048
South,Fruits,High,Low,Tropical,Summer,3473
South,Fruits,High,Low,Tropical,Autumn,4833
South,Fruits,High,Low,Tropical,Winter,1946
South,Fruits,High,Low,Temperate,Spring,3630
South,Fruits,High,Low,Temperate,Summer,5267
South,Fruits,High,Low,Temperate,Autumn,3657
South,Fruits,High,Low,Temperate,Winter,4129
South,Fruits,High,Low,Continental,Spring,9137
South,Fruits,High,Low,Continental,Summer,9801
South,Fruits,High,Low,Continental,Autumn,3574
South,Fruits,High,Low,Continental,Winter,8494
South,Fruits,High,Low,Polar,Spring,7934
South,Fruits,High,Low,Polar,Summer,9833
South,Fruits,High,Low,Polar,Autumn,1049
South,Fruits,High,Low,Polar,Winter,5822
South,Fruits,Medium,High,Tropical,Spring,2469
South,Fruits,Medium,High,Tropical,Summer,5839
South,Fruits,Medium,High,Tropical,Autumn,5271
South,Fruits,Medium,High,Tropical,Winter,1512
South,Fruits,Medium,High,Temperate,Spring,9982
South,Fruits,Medium,High,Temperate,Summer,9104
South,Fruits,Medium,High,Temperate,Autumn,6788
South,Fruits,Medium,High,Temperate,Winter,1068
South,Fruits,Medium,High,Continental,Spring,3987
South,Fruits,Medium,High,Continental,Summer,4543
South,Fruits,Medium,High,Continental,Autumn,8009
South,Fruits,Medium,High,Continental,Winter,5046
South,Fruits,Medium,High,Polar,Spring,1375
South,Fruits,Medium,High,Polar,Summer,5894
South,Fruits,Medium,High,Polar,Autumn,4040
South,Fruits,Medium,High,Polar,Winter,7913
South,Fruits,Medium,Medium,Tropical,Spring,1657
South,Fruits,Medium,Medium,Tropical,Summer,8898
South,Fruits,Medium,Medium,Tropical,Autumn,6566
South,Fruits,Medium,Medium,Tropical,Winter,7276
South,Fruits,Medium,Medium,Temperate,Spring,2456
South,Fruits,Medium,Medium,Temperate,Summer,8895
South,Fruits,Medium,Medium,Temperate,Autumn,9785
South,Fruits,Medium,Medium,Temperate,Winter,5209
South,Fruits,Medium,Medium,Continental,Spring,5344
South,Fruits,Medium,Medium,Continental,Summer,7534
South,Fruits,Medium,Medium,Continental,Autumn,6941
South,Fruits,Medium,Medium,Continental,Winter,2206
South,Fruits,Medium,Medium,Polar,Spring,1670
South,Fruits,Medium,Medium,Polar,Summer,7534
South,Fruits,Medium,Medium,Polar,Autumn,7808
South,Fruits,Medium,Medium,Polar,Winter,5470
South,Fruits,Medium,Low,Tropical,Spring,4255
South,Fruits,Medium,Low,Tropical,Summer,3898
South,Fruits,Medium,Low,Tropical,Autumn,5739
South,Fruits,Medium,Low,Tropical,Winter,9093
South,Fruits,Medium,Low,Temperate,Spring,7092
South,Fruits,Medium,Low,Temperate,Summer,6773
South,Fruits,Medium,Low,Temperate,Autumn,5632
South,Fruits,Medium,Low,Temperate,Winter,6165
South,Fruits,Medium,Low,Continental,Spring,2113
South,Fruits,Medium,Low,Continental,Summer,8210
South,Fruits,Medium,Low,Continental,Autumn,2208
South,Fruits,Medium,Low,Continental,Winter,7405
South,Fruits,Medium,Low,Polar,Spring,8252
South,Fruits,Medium,Low,Polar,Summer,7207
South,Fruits,Medium,Low,Polar,Autumn,3202
South,Fruits,Medium,Low,Polar,Winter,6124
South,Fruits,Low,High,Tropical,Spring,3137
South,Fruits,Low,High,Tropical,Summer,1401
South,Fruits,Low,High,Tropical,Autumn,9261
South,Fruits,Low,High,Tropical,Winter,6554
South,Fruits,Low,High,Temperate,Spring,8178
South,Fruits,Low,High,Temperate,Summer,4710
South,Fruits,Low,High,Temperate,Autumn,1927
South,Fruits,Low,High,Temperate,Winter,3005
South,Fruits,Low,High,Continental,Spring,1034
South,Fruits,Low,High,Continental,Summer,2819
South,Fruits,Low,High,Continental,Autumn,5624
South,Fruits,Low,High,Continental,Winter,2018
South,Fruits,Low,High,Polar,Spring,5999
South,Fruits,Low,High,Polar,Summer,2185
South,Fruits,Low,High,Polar,Autumn,3799
South,Fruits,Low,High,Polar,Winter,9773
South,Fruits,Low,Medium,Tropical,Spring,6373
South,Fruits,Low,Medium,Tropical,Summer,1703
South,Fruits,Low,Medium,Tropical,Autumn,1694
South,Fruits,Low,Medium,Tropical,Winter,7786
South,Fruits,Low,Medium,Temperate,Spring,3955
South,Fruits,Low,Medium,Temperate,Summer,7795
South,Fruits,Low,Medium,Temperate,Autumn,7263
South,Fruits,Low,Medium,Temperate,Winter,8145
South,Fruits,Low,Medium,Continental,Spring,6446
South,Fruits,Low,Medium,Continental,Summer,8898
South,Fruits,Low,Medium,Continental,Autumn,3191
South,Fruits,Low,Medium,Continental,Winter,1937
South,Fruits,Low,Medium,Polar,Spring,6433
South,Fruits,Low,Medium,Polar,Summer,5736
South,Fruits,Low,Medium,Polar,Autumn,3010
South,Fruits,Low,Medium,Polar,Winter,9370
South,Fruits,Low,Low,Tropical,Spring,8263
South,Fruits,Low,Low,Tropical,Summer,8643
South,Fruits,Low,Low,Tropical,Autumn,8934
South,Fruits,Low,Low,Tropical,Winter,9425
South,Fruits,Low,Low,Temperate,Spring,4229
South,Fruits,Low,Low,Temperate,Summer,8672
South,Fruits,Low,Low,Temperate,Autumn,8983
South,Fruits,Low,Low,Temperate,Winter,7915
South,Fruits,Low,Low,Continental,Spring,7668
South,Fruits,Low,Low,Continental,Summer,1971
South,Fruits,Low,Low,Continental,Autumn,6320
South,Fruits,Low,Low,Continental,Winter,3923
South,Fruits,Low,Low,Polar,Spring,5392
South,Fruits,Low,Low,Polar,Summer,9263
South,Fruits,Low,Low,Polar,Autumn,9089
South,Fruits,Low,Low,Polar,Winter,4955
South,Vegetables,High,High,Tropical,Spring,8096
South,Vegetables,High,High,Tropical,Summer,2401
South,Vegetables,High,High,Tropical,Autumn,4571
South,Vegetables,High,High,Tropical,Winter,5238
South,Vegetables,High,High,Temperate,Spring,7814
South,Vegetables,High,High,Temperate,Summer,5728
South,Vegetables,High,High,Temperate,Autumn,6669
South,Vegetables,High,High,Temperate,Winter,9350
South,Vegetables,High,High,Continental,Spring,2767
South,Vegetables,High,High,Continental,Summer,1763
South,Vegetables,High,High,Continental,Autumn,5716
South,Vegetables,High,High,Continental,Winter,8657
South,Vegetables,High,High,Polar,Spring,4789
South,Vegetables,High,High,Polar,Summer,7812
South,Vegetables,High,High,Polar,Autumn,6839
South,Vegetables,High,High,Polar,Winter,2909
South,Vegetables,High,Medium,Tropical,Spring,6196
South,Vegetables,High,Medium,Tropical,Summer,1140
South,Vegetables,High,Medium,Tropical,Autumn,9184
South,Vegetables,High,Medium,Tropical,Winter,3167
South,Vegetables,High,Medium,Temperate,Spring,7372
South,Vegetables,High,Medium,Temperate,Summer,8845
South,Vegetables,High,Medium,Temperate,Autumn,6101
South,Vegetables,High,Medium,Temperate,Winter,3524
South,Vegetables,High,Medium,Continental,Spring,9449
South,Vegetables,High,Medium,Continental,Summer,8567
South,Vegetables,High,Medium,Continental,Autumn,2269
South,Vegetables,High,Medium,Continental,Winter,5766
South,Vegetables,High,Medium,Polar,Spring,5956
South,Vegetables,High,Medium,Polar,Summer,1606
South,Vegetables,High,Medium,Polar,Autumn,5032
South,Vegetables,High,Medium,Polar,Winter,4832
South,Vegetables,High,Low,Tropical,Spring,1218
South,Vegetables,High,Low,Tropical,Summer,6533
South,Vegetables,High,Low,Tropical,Autumn,6475
South,Vegetables,High,Low,Tropical,Winter,9705
South,Vegetables,High,Low,Temperate,Spring,9312
South,Vegetables,High,Low,Temperate,Summer,2763
South,Vegetables,High,Low,Temperate,Autumn,1209
South,Vegetables,High,Low,Temperate,Winter,4931
South,Vegetables,High,Low,Continental,Spring,4084
South,Vegetables,High,Low,Continental,Summer,3210
South,Vegetables,High,Low,Continental,Autumn,9053
South,Vegetables,High,Low,Continental,Winter,5800
South,Vegetables,High,Low,Polar,Spring,6525
South,Vegetables,High,Low,Polar,Summer,3868
South,Vegetables,High,Low,Polar,Autumn,4965
South,Vegetables,High,Low,Polar,Winter,6657
South,Vegetables,Medium,High,Tropical,Spring,9599
South,Vegetables,Medium,High,Tropical,Summer,2024
South,Vegetables,Medium,High,Tropical,Autumn,2586
South,Vegetables,Medium,High,Tropical,Winter,2980
South,Vegetables,Medium,High,Temperate,Spring,5300
South,Vegetables,Medium,High,Temperate,Summer,2828
South,Vegetables,Medium,High,Temperate,Autumn,4432
South,Vegetables,Medium,High,Temperate,Winter,1122
South,Vegetables,Medium,High,Continental,Spring,5631
South,Vegetables,Medium,High,Continental,Summer,8065
South,Vegetables,Medium,High,Continental,Autumn,9200
South,Vegetables,Medium,High,Continental,Winter,3451
South,Vegetables,Medium,High,Polar,Spring,8778
South,Vegetables,Medium,High,Polar,Summer,5624
South,Vegetables,Medium,High,Polar,Autumn,2897
South,Vegetables,Medium,High,Polar,Winter,7784
South,Vegetables,Medium,Medium,Tropical,Spring,8818
South,Vegetables,Medium,Medium,Tropical,Summer,5313
South,Vegetables,Medium,Medium,Tropical,Autumn,8268
South,Vegetables,Medium,Medium,Tropical,Winter,9716
South,Vegetables,Medium,Medium,Temperate,Spring,5962
South,Vegetables,Medium,Medium,Temperate,Summer,3640
South,Vegetables,Medium,Medium,Temperate,Autumn,9847
South,Vegetables,Medium,Medium,Temperate,Winter,6156
South,Vegetables,Medium,Medium,Continental,Spring,4448
South,Vegetables,Medium,Medium,Continental,Summer,6337
South,Vegetables,Medium,Medium,Continental,Autumn,6125
South,Vegetables,Medium,Medium,Continental,Winter,8215
South,Vegetables,Medium,Medium,Polar,Spring,2399
South,Vegetables,Medium,Medium,Polar,Summer,5170
South,Vegetables,Medium,Medium,Polar,Autumn,1025
South,Vegetables,Medium,Medium,Polar,Winter,4126
South,Vegetables,Medium,Low,Tropical,Spring,4593
South,Vegetables,Medium,Low,Tropical,Summer,3686
South,Vegetables,Medium,Low,Tropical,Autumn,1027
South,Vegetables,Medium,Low,Tropical,Winter,2411
South,Vegetables,Medium,Low,Temperate,Spring,6118
South,Vegetables,Medium,Low,Temperate,Summer,5525
South,Vegetables,Medium,Low,Temperate,Autumn,5309
South,Vegetables,Medium,Low,Temperate,Winter,5035
South,Vegetables,Medium,Low,Continental,Spring,3178
South,Vegetables,Medium,Low,Continental,Summer,3454
South,Vegetables,Medium,Low,Continental,Autumn,5245
South,Vegetables,Medium,Low,Continental,Winter,1968
South,Vegetables,Medium,Low,Polar,Spring,3527
South,Vegetables,Medium,Low,Polar,Summer,9700
South,Vegetables,Medium,Low,Polar,Autumn,7157
South,Vegetables,Medium,Low,Polar,Winter,9710
South,Vegetables,Low,High,Tropical,Spring,2953
South,Vegetables,Low,High,Tropical,Summer,9489
South,Vegetables,Low,High,Tropical,Autumn,5092
South,Vegetables,Low,High,Tropical,Winter,1525
South,Vegetables,Low,High,Temperate,Spring,6762
South,Vegetables,Low,High,Temperate,Summer,5016
South,Vegetables,Low,High,Temperate,Autumn,9183
South,Vegetables,Low,High,Temperate,Winter,4722
South,Vegetables,Low,High,Continental,Spring,8167
South,Vegetables,Low,High,Continental,Summer,2225
South,Vegetables,Low,High,Continental,Autumn,9250
South,Vegetables,Low,High,Continental,Winter,3862
South,Vegetables,Low,High,Polar,Spring,8881
South,Vegetables,Low,High,Polar,Summer,8865
South,Vegetables,Low,High,Polar,Autumn,2211
South,Vegetables,Low,High,Polar,Winter,6640
South,Vegetables,Low,Medium,Tropical,Spring,6089
South,Vegetables,Low,Medium,Tropical,Summer,7268
South,Vegetables,Low,Medium,Tropical,Autumn,2156
South,Vegetables,Low,Medium,Tropical,Winter,1130
South,Vegetables,Low,Medium,Temperate,Spring,2925
South,Vegetables,Low,Medium,Temperate,Summer,5125
South,Vegetables,Low,Medium,Temperate,Autumn,7548
South,Vegetables,Low,Medium,Temperate,Winter,5296
