Portal,Product Category,Brand,Location,Rating,Discount Level,Price,Orders
BigBasket,Meat,Brand B,East,3,High,410,4545
BigBasket,Meat,Brand B,East,4,Low,425,4210
BigBasket,Meat,Brand B,East,4,Medium,92,3148
BigBasket,Meat,Brand B,East,4,High,204,4098
BigBasket,Meat,Brand B,East,5,Low,444,1182
BigBasket,Meat,Brand B,East,5,Medium,66,1546
BigBasket,Meat,Brand B,East,5,High,202,591
BigBasket,Meat,Brand B,West,1,Low,421,1208
BigBasket,Meat,Brand B,West,1,Medium,364,851
BigBasket,Meat,Brand B,West,1,High,144,1650
BigBasket,Meat,Brand B,West,2,Low,483,1401
BigBasket,Meat,Brand B,West,2,Medium,248,3378
BigBasket,Meat,Brand B,West,2,High,267,3661
BigBasket,Meat,Brand B,West,3,Low,311,3079
BigBasket,Meat,Brand B,West,3,Medium,491,488
BigBasket,Meat,Brand B,West,3,High,488,1439
BigBasket,Meat,Brand B,West,4,Low,138,4061
BigBasket,Meat,Brand B,West,4,Medium,219,4253
BigBasket,Meat,Brand B,West,4,High,499,418
BigBasket,Meat,Brand B,West,5,Low,77,1022
BigBasket,Meat,Brand B,West,5,Medium,270,2886
BigBasket,Meat,Brand B,West,5,High,173,4195
BigBasket,Meat,Brand C,North,1,Low,122,113
BigBasket,Meat,Brand C,North,1,Medium,411,2535
BigBasket,Meat,Brand C,North,1,High,108,1172
BigBasket,Meat,Brand C,North,2,Low,166,3946
BigBasket,Meat,Brand C,North,2,Medium,267,4604
BigBasket,Meat,Brand C,North,2,High,417,920
BigBasket,Meat,Brand C,North,3,Low,117,1320
BigBasket,Meat,Brand C,North,3,Medium,172,1813
BigBasket,Meat,Brand C,North,3,High,253,467
BigBasket,Meat,Brand C,North,4,Low,179,3023
BigBasket,Meat,Brand C,North,4,Medium,262,184
BigBasket,Meat,Brand C,North,4,High,233,1606
BigBasket,Meat,Brand C,North,5,Low,388,3037
BigBasket,Meat,Brand C,North,5,Medium,458,2675
BigBasket,Meat,Brand C,North,5,High,424,1273
BigBasket,Meat,Brand C,South,1,Low,477,2155
BigBasket,Meat,Brand C,South,1,Medium,138,1793
BigBasket,Meat,Brand C,South,1,High,164,354
BigBasket,Meat,Brand C,South,2,Low,156,1774
BigBasket,Meat,Brand C,South,2,Medium,423,2535
BigBasket,Meat,Brand C,South,2,High,111,2931
BigBasket,Meat,Brand C,South,3,Low,278,362
BigBasket,Meat,Brand C,South,3,Medium,498,3147
BigBasket,Meat,Brand C,South,3,High,228,1602
BigBasket,Meat,Brand C,South,4,Low,368,4834
BigBasket,Meat,Brand C,South,4,Medium,115,3573
BigBasket,Meat,Brand C,South,4,High,265,1797
BigBasket,Meat,Brand C,South,5,Low,259,159
BigBasket,Meat,Brand C,South,5,Medium,459,4419
BigBasket,Meat,Brand C,South,5,High,373,4551
BigBasket,Meat,Brand C,East,1,Low,435,1310
BigBasket,Meat,Brand C,East,1,Medium,197,2908
BigBasket,Meat,Brand C,East,1,High,470,2582
BigBasket,Meat,Brand C,East,2,Low,80,1689
BigBasket,Meat,Brand C,East,2,Medium,318,3061
BigBasket,Meat,Brand C,East,2,High,400,2295
BigBasket,Meat,Brand C,East,3,Low,194,2703
BigBasket,Meat,Brand C,East,3,Medium,332,1385
BigBasket,Meat,Brand C,East,3,High,489,899
BigBasket,Meat,Brand C,East,4,Low,239,2386
BigBasket,Meat,Brand C,East,4,Medium,251,1015
BigBasket,Meat,Brand C,East,4,High,354,181
BigBasket,Meat,Brand C,East,5,Low,52,1354
BigBasket,Meat,Brand C,East,5,Medium,113,3310
BigBasket,Meat,Brand C,East,5,High,271,3244
BigBasket,Meat,Brand C,West,1,Low,215,1520
BigBasket,Meat,Brand C,West,1,Medium,71,946
BigBasket,Meat,Brand C,West,1,High,258,4616
BigBasket,Meat,Brand C,West,2,Low,87,2410
BigBasket,Meat,Brand C,West,2,Medium,288,4659
BigBasket,Meat,Brand C,West,2,High,106,3896
BigBasket,Meat,Brand C,West,3,Low,490,3661
BigBasket,Meat,Brand C,West,3,Medium,466,1869
BigBasket,Meat,Brand C,West,3,High,252,429
BigBasket,Meat,Brand C,West,4,Low,342,3070
BigBasket,Meat,Brand C,West,4,Medium,76,4067
BigBasket,Meat,Brand C,West,4,High,420,2056
BigBasket,Meat,Brand C,West,5,Low,434,2296
BigBasket,Meat,Brand C,West,5,Medium,137,4431
BigBasket,Meat,Brand C,West,5,High,330,888
BigBasket,Meat,Brand D,North,1,Low,404,3494
BigBasket,Meat,Brand D,North,1,Medium,218,803
BigBasket,Meat,Brand D,North,1,High,118,1218
BigBasket,Meat,Brand D,North,2,Low,132,4624
BigBasket,Meat,Brand D,North,2,Medium,257,944
BigBasket,Meat,Brand D,North,2,High,156,2775
BigBasket,Meat,Brand D,North,3,Low,225,4530
BigBasket,Meat,Brand D,North,3,Medium,122,975
BigBasket,Meat,Brand D,North,3,High,205,4038
BigBasket,Meat,Brand D,North,4,Low,428,857
BigBasket,Meat,Brand D,North,4,Medium,383,2957
BigBasket,Meat,Brand D,North,4,High,200,4603
BigBasket,Meat,Brand D,North,5,Low,61,4001
BigBasket,Meat,Brand D,North,5,Medium,109,3026
BigBasket,Meat,Brand D,North,5,High,365,425
BigBasket,Meat,Brand D,South,1,Low,107,4885
BigBasket,Meat,Brand D,South,1,Medium,386,3464
BigBasket,Meat,Brand D,South,1,High,471,604
BigBasket,Meat,Brand D,South,2,Low,323,830
BigBasket,Meat,Brand D,South,2,Medium,130,2876
BigBasket,Meat,Brand D,South,2,High,212,2473
BigBasket,Meat,Brand D,South,3,Low,334,4970
BigBasket,Meat,Brand D,South,3,Medium,474,1981
BigBasket,Meat,Brand D,South,3,High,171,600
BigBasket,Meat,Brand D,South,4,Low,187,2438
BigBasket,Meat,Brand D,South,4,Medium,294,3792
BigBasket,Meat,Brand D,South,4,High,171,900
BigBasket,Meat,Brand D,South,5,Low,273,3475
BigBasket,Meat,Brand D,South,5,Medium,86,3378
BigBasket,Meat,Brand D,South,5,High,432,3809
BigBasket,Meat,Brand D,East,1,Low,324,1992
BigBasket,Meat,Brand D,East,1,Medium,124,4363
BigBasket,Meat,Brand D,East,1,High,356,2817
BigBasket,Meat,Brand D,East,2,Low,337,1206
BigBasket,Meat,Brand D,East,2,Medium,184,1149
BigBasket,Meat,Brand D,East,2,High,416,1883
BigBasket,Meat,Brand D,East,3,Low,208,2006
BigBasket,Meat,Brand D,East,3,Medium,300,3133
BigBasket,Meat,Brand D,East,3,High,62,1684
BigBasket,Meat,Brand D,East,4,Low,202,3667
BigBasket,Meat,Brand D,East,4,Medium,284,4079
BigBasket,Meat,Brand D,East,4,High,197,3125
BigBasket,Meat,Brand D,East,5,Low,483,2930
BigBasket,Meat,Brand D,East,5,Medium,141,3866
BigBasket,Meat,Brand D,East,5,High,132,3208
BigBasket,Meat,Brand D,West,1,Low,489,3406
BigBasket,Meat,Brand D,West,1,Medium,340,4601
BigBasket,Meat,Brand D,West,1,High,379,4085
BigBasket,Meat,Brand D,West,2,Low,226,1623
BigBasket,Meat,Brand D,West,2,Medium,162,762
BigBasket,Meat,Brand D,West,2,High,177,4033
BigBasket,Meat,Brand D,West,3,Low,131,4360
BigBasket,Meat,Brand D,West,3,Medium,172,1777
BigBasket,Meat,Brand D,West,3,High,482,4828
BigBasket,Meat,Brand D,West,4,Low,321,2411
BigBasket,Meat,Brand D,West,4,Medium,425,1796
BigBasket,Meat,Brand D,West,4,High,150,4704
BigBasket,Meat,Brand D,West,5,Low,295,2569
BigBasket,Meat,Brand D,West,5,Medium,407,2409
BigBasket,Meat,Brand D,West,5,High,107,268
BigBasket,Meat,Brand E,North,1,Low,191,3850
BigBasket,Meat,Brand E,North,1,Medium,320,830
BigBasket,Meat,Brand E,North,1,High,114,424
BigBasket,Meat,Brand E,North,2,Low,157,3189
BigBasket,Meat,Brand E,North,2,Medium,119,4164
BigBasket,Meat,Brand E,North,2,High,311,2318
BigBasket,Meat,Brand E,North,3,Low,236,1117
BigBasket,Meat,Brand E,North,3,Medium,365,2314
BigBasket,Meat,Brand E,North,3,High,130,4123
BigBasket,Meat,Brand E,North,4,Low,72,1314
BigBasket,Meat,Brand E,North,4,Medium,200,3427
BigBasket,Meat,Brand E,North,4,High,431,3829
BigBasket,Meat,Brand E,North,5,Low,287,1564
BigBasket,Meat,Brand E,North,5,Medium,428,1136
BigBasket,Meat,Brand E,North,5,High,339,1529
BigBasket,Meat,Brand E,South,1,Low,461,702
BigBasket,Meat,Brand E,South,1,Medium,68,4325
BigBasket,Meat,Brand E,South,1,High,426,3410
BigBasket,Meat,Brand E,South,2,Low,323,3665
BigBasket,Meat,Brand E,South,2,Medium,141,3803
BigBasket,Meat,Brand E,South,2,High,204,167
BigBasket,Meat,Brand E,South,3,Low,181,1266
BigBasket,Meat,Brand E,South,3,Medium,458,3223
BigBasket,Meat,Brand E,South,3,High,203,2882
BigBasket,Meat,Brand E,South,4,Low,351,3602
BigBasket,Meat,Brand E,South,4,Medium,193,141
BigBasket,Meat,Brand E,South,4,High,387,4989
BigBasket,Meat,Brand E,South,5,Low,408,2491
BigBasket,Meat,Brand E,South,5,Medium,470,3122
BigBasket,Meat,Brand E,South,5,High,280,1096
BigBasket,Meat,Brand E,East,1,Low,262,1681
BigBasket,Meat,Brand E,East,1,Medium,219,3216
BigBasket,Meat,Brand E,East,1,High,469,631
BigBasket,Meat,Brand E,East,2,Low,155,1315
BigBasket,Meat,Brand E,East,2,Medium,293,4701
BigBasket,Meat,Brand E,East,2,High,427,540
BigBasket,Meat,Brand E,East,3,Low,354,2599
BigBasket,Meat,Brand E,East,3,Medium,145,1435
BigBasket,Meat,Brand E,East,3,High,421,2879
BigBasket,Meat,Brand E,East,4,Low,493,794
BigBasket,Meat,Brand E,East,4,Medium,212,368
BigBasket,Meat,Brand E,East,4,High,291,2358
BigBasket,Meat,Brand E,East,5,Low,211,2251
BigBasket,Meat,Brand E,East,5,Medium,413,3979
BigBasket,Meat,Brand E,East,5,High,451,4860
BigBasket,Meat,Brand E,West,1,Low,475,3011
BigBasket,Meat,Brand E,West,1,Medium,459,2362
BigBasket,Meat,Brand E,West,1,High,75,4743
BigBasket,Meat,Brand E,West,2,Low,77,2591
BigBasket,Meat,Brand E,West,2,Medium,340,4129
BigBasket,Meat,Brand E,West,2,High,158,698
BigBasket,Meat,Brand E,West,3,Low,140,523
BigBasket,Meat,Brand E,West,3,Medium,284,2990
BigBasket,Meat,Brand E,West,3,High,60,1272
BigBasket,Meat,Brand E,West,4,Low,456,977
BigBasket,Meat,Brand E,West,4,Medium,488,4451
BigBasket,Meat,Brand E,West,4,High,251,4081
BigBasket,Meat,Brand E,West,5,Low,61,1141
BigBasket,Meat,Brand E,West,5,Medium,489,2956
BigBasket,Meat,Brand E,West,5,High,323,1915
BigBasket,Snacks,Brand A,North,1,Low,377,4806
BigBasket,Snacks,Brand A,North,1,Medium,234,4552
BigBasket,Snacks,Brand A,North,1,High,456,4294
BigBasket,Snacks,Brand A,North,2,Low,86,1086
BigBasket,Snacks,Brand A,North,2,Medium,63,874
BigBasket,Snacks,Brand A,North,2,High,123,4501
BigBasket,Snacks,Brand A,North,3,Low,365,3640
BigBasket,Snacks,Brand A,North,3,Medium,292,4745
BigBasket,Snacks,Brand A,North,3,High,427,948
BigBasket,Snacks,Brand A,North,4,Low,169,1647
BigBasket,Snacks,Brand A,North,4,Medium,122,183
BigBasket,Snacks,Brand A,North,4,High,222,532
BigBasket,Snacks,Brand A,North,5,Low,464,2638
BigBasket,Snacks,Brand A,North,5,Medium,188,3383
BigBasket,Snacks,Brand A,North,5,High,121,4063
BigBasket,Snacks,Brand A,South,1,Low,446,2950
BigBasket,Snacks,Brand A,South,1,Medium,337,4256
BigBasket,Snacks,Brand A,South,1,High,360,3081
BigBasket,Snacks,Brand A,South,2,Low,463,4912
BigBasket,Snacks,Brand A,South,2,Medium,337,4637
BigBasket,Snacks,Brand A,South,2,High,143,1160
BigBasket,Snacks,Brand A,South,3,Low,433,4637
BigBasket,Snacks,Brand A,South,3,Medium,119,405
BigBasket,Snacks,Brand A,South,3,High,98,2881
BigBasket,Snacks,Brand A,South,4,Low,407,2895
BigBasket,Snacks,Brand A,South,4,Medium,109,4241
BigBasket,Snacks,Brand A,South,4,High,96,4724
BigBasket,Snacks,Brand A,South,5,Low,120,759
BigBasket,Snacks,Brand A,South,5,Medium,123,2978
BigBasket,Snacks,Brand A,South,5,High,285,2168
BigBasket,Snacks,Brand A,East,1,Low,198,2432
BigBasket,Snacks,Brand A,East,1,Medium,185,4749
BigBasket,Snacks,Brand A,East,1,High,311,202
BigBasket,Snacks,Brand A,East,2,Low,221,1878
BigBasket,Snacks,Brand A,East,2,Medium,372,3013
BigBasket,Snacks,Brand A,East,2,High,186,3616
BigBasket,Snacks,Brand A,East,3,Low,224,827
BigBasket,Snacks,Brand A,East,3,Medium,476,3517
BigBasket,Snacks,Brand A,East,3,High,331,2383
BigBasket,Snacks,Brand A,East,4,Low,433,4958
BigBasket,Snacks,Brand A,East,4,Medium,270,1583
BigBasket,Snacks,Brand A,East,4,High,298,4261
BigBasket,Snacks,Brand A,East,5,Low,412,2814
BigBasket,Snacks,Brand A,East,5,Medium,402,4409
BigBasket,Snacks,Brand A,East,5,High,487,3916
BigBasket,Snacks,Brand A,West,1,Low,153,1447
BigBasket,Snacks,Brand A,West,1,Medium,53,314
BigBasket,Snacks,Brand A,West,1,High,372,291
BigBasket,Snacks,Brand A,West,2,Low,252,2845
BigBasket,Snacks,Brand A,West,2,Medium,102,269
BigBasket,Snacks,Brand A,West,2,High,293,198
BigBasket,Snacks,Brand A,West,3,Low,84,343
BigBasket,Snacks,Brand A,West,3,Medium,317,4782
BigBasket,Snacks,Brand A,West,3,High,127,171
BigBasket,Snacks,Brand A,West,4,Low,233,1423
BigBasket,Snacks,Brand A,West,4,Medium,499,4993
BigBasket,Snacks,Brand A,West,4,High,93,755
BigBasket,Snacks,Brand A,West,5,Low,268,987
BigBasket,Snacks,Brand A,West,5,Medium,401,1046
BigBasket,Snacks,Brand A,West,5,High,182,3701
BigBasket,Snacks,Brand B,North,1,Low,220,3908
BigBasket,Snacks,Brand B,North,1,Medium,298,118
BigBasket,Snacks,Brand B,North,1,High,325,1706
BigBasket,Snacks,Brand B,North,2,Low,411,608
BigBasket,Snacks,Brand B,North,2,Medium,338,1233
BigBasket,Snacks,Brand B,North,2,High,380,1541
BigBasket,Snacks,Brand B,North,3,Low,318,4933
BigBasket,Snacks,Brand B,North,3,Medium,197,326
BigBasket,Snacks,Brand B,North,3,High,334,2523
BigBasket,Snacks,Brand B,North,4,Low,427,2749
BigBasket,Snacks,Brand B,North,4,Medium,199,611
BigBasket,Snacks,Brand B,North,4,High,283,4816
BigBasket,Snacks,Brand B,North,5,Low,167,3702
BigBasket,Snacks,Brand B,North,5,Medium,194,1850
BigBasket,Snacks,Brand B,North,5,High,350,1818
BigBasket,Snacks,Brand B,South,1,Low,322,3208
BigBasket,Snacks,Brand B,South,1,Medium,198,2891
BigBasket,Snacks,Brand B,South,1,High,347,3825
BigBasket,Snacks,Brand B,South,2,Low,217,2259
BigBasket,Snacks,Brand B,South,2,Medium,303,188
BigBasket,Snacks,Brand B,South,2,High,422,2406
BigBasket,Snacks,Brand B,South,3,Low,403,512
BigBasket,Snacks,Brand B,South,3,Medium,57,1657
BigBasket,Snacks,Brand B,South,3,High,254,1475
BigBasket,Snacks,Brand B,South,4,Low,375,4912
BigBasket,Snacks,Brand B,South,4,Medium,299,1947
BigBasket,Snacks,Brand B,South,4,High,74,2010
BigBasket,Snacks,Brand B,South,5,Low,135,4511
BigBasket,Snacks,Brand B,South,5,Medium,204,2647
BigBasket,Snacks,Brand B,South,5,High,386,251
BigBasket,Snacks,Brand B,East,1,Low,380,854
BigBasket,Snacks,Brand B,East,1,Medium,219,1784
BigBasket,Snacks,Brand B,East,1,High,402,418
BigBasket,Snacks,Brand B,East,2,Low,477,2433
BigBasket,Snacks,Brand B,East,2,Medium,403,1932
BigBasket,Snacks,Brand B,East,2,High,192,3952
BigBasket,Snacks,Brand B,East,3,Low,475,680
BigBasket,Snacks,Brand B,East,3,Medium,167,4445
BigBasket,Snacks,Brand B,East,3,High,161,138
BigBasket,Snacks,Brand B,East,4,Low,84,2621
BigBasket,Snacks,Brand B,East,4,Medium,360,590
BigBasket,Snacks,Brand B,East,4,High,460,3824
BigBasket,Snacks,Brand B,East,5,Low,198,3566
BigBasket,Snacks,Brand B,East,5,Medium,183,3629
BigBasket,Snacks,Brand B,East,5,High,113,2216
BigBasket,Snacks,Brand B,West,1,Low,355,1672
BigBasket,Snacks,Brand B,West,1,Medium,182,3522
BigBasket,Snacks,Brand B,West,1,High,494,3476
BigBasket,Snacks,Brand B,West,2,Low,318,414
BigBasket,Snacks,Brand B,West,2,Medium,270,2315
BigBasket,Snacks,Brand B,West,2,High,204,4500
BigBasket,Snacks,Brand B,West,3,Low,278,1741
BigBasket,Snacks,Brand B,West,3,Medium,69,2361
BigBasket,Snacks,Brand B,West,3,High,441,1526
BigBasket,Snacks,Brand B,West,4,Low,327,3205
BigBasket,Snacks,Brand B,West,4,Medium,271,4469
BigBasket,Snacks,Brand B,West,4,High,232,4388
BigBasket,Snacks,Brand B,West,5,Low,360,2439
BigBasket,Snacks,Brand B,West,5,Medium,447,907
BigBasket,Snacks,Brand B,West,5,High,357,4062
BigBasket,Snacks,Brand C,North,1,Low,214,4557
BigBasket,Snacks,Brand C,North,1,Medium,428,4211
BigBasket,Snacks,Brand C,North,1,High,86,2401
BigBasket,Snacks,Brand C,North,2,Low,238,608
BigBasket,Snacks,Brand C,North,2,Medium,71,2743
BigBasket,Snacks,Brand C,North,2,High,388,4581
BigBasket,Snacks,Brand C,North,3,Low,126,3810
BigBasket,Snacks,Brand C,North,3,Medium,220,1024
BigBasket,Snacks,Brand C,North,3,High,467,4361
BigBasket,Snacks,Brand C,North,4,Low,244,3132
BigBasket,Snacks,Brand C,North,4,Medium,230,1013
BigBasket,Snacks,Brand C,North,4,High,68,2247
BigBasket,Snacks,Brand C,North,5,Low,404,4492
BigBasket,Snacks,Brand C,North,5,Medium,451,1715
BigBasket,Snacks,Brand C,North,5,High,463,3509
BigBasket,Snacks,Brand C,South,1,Low,168,3951
BigBasket,Snacks,Brand C,South,1,Medium,301,3349
BigBasket,Snacks,Brand C,South,1,High,444,918
BigBasket,Snacks,Brand C,South,2,Low,357,4232
BigBasket,Snacks,Brand C,South,2,Medium,347,778
BigBasket,Snacks,Brand C,South,2,High,490,745
BigBasket,Snacks,Brand C,South,3,Low,195,4224
BigBasket,Snacks,Brand C,South,3,Medium,223,4133
BigBasket,Snacks,Brand C,South,3,High,331,4064
BigBasket,Snacks,Brand C,South,4,Low,297,4993
BigBasket,Snacks,Brand C,South,4,Medium,87,3549
BigBasket,Snacks,Brand C,South,4,High,166,3061
BigBasket,Snacks,Brand C,South,5,Low,91,406
BigBasket,Snacks,Brand C,South,5,Medium,228,2665
BigBasket,Snacks,Brand C,South,5,High,327,3204
BigBasket,Snacks,Brand C,East,1,Low,186,2720
BigBasket,Snacks,Brand C,East,1,Medium,415,784
BigBasket,Snacks,Brand C,East,1,High,469,2131
BigBasket,Snacks,Brand C,East,2,Low,171,2952
BigBasket,Snacks,Brand C,East,2,Medium,355,1699
BigBasket,Snacks,Brand C,East,2,High,180,196
BigBasket,Snacks,Brand C,East,3,Low,135,3035
BigBasket,Snacks,Brand C,East,3,Medium,264,510
BigBasket,Snacks,Brand C,East,3,High,89,953
BigBasket,Snacks,Brand C,East,4,Low,223,1028
BigBasket,Snacks,Brand C,East,4,Medium,364,1102
BigBasket,Snacks,Brand C,East,4,High,162,3731
BigBasket,Snacks,Brand C,East,5,Low,359,3815
BigBasket,Snacks,Brand C,East,5,Medium,85,281
BigBasket,Snacks,Brand C,East,5,High,346,1499
BigBasket,Snacks,Brand C,West,1,Low,499,228
BigBasket,Snacks,Brand C,West,1,Medium,296,3504
BigBasket,Snacks,Brand C,West,1,High,352,4294
BigBasket,Snacks,Brand C,West,2,Low,253,4648
BigBasket,Snacks,Brand C,West,2,Medium,106,4233
BigBasket,Snacks,Brand C,West,2,High,371,2530
BigBasket,Snacks,Brand C,West,3,Low,347,4517
BigBasket,Snacks,Brand C,West,3,Medium,394,2232
BigBasket,Snacks,Brand C,West,3,High,102,1527
BigBasket,Snacks,Brand C,West,4,Low,421,3658
BigBasket,Snacks,Brand C,West,4,Medium,182,2231
BigBasket,Snacks,Brand C,West,4,High,197,4046
BigBasket,Snacks,Brand C,West,5,Low,238,1224
BigBasket,Snacks,Brand C,West,5,Medium,449,3412
BigBasket,Snacks,Brand C,West,5,High,223,730
BigBasket,Snacks,Brand D,North,1,Low,331,4470
BigBasket,Snacks,Brand D,North,1,Medium,318,204
BigBasket,Snacks,Brand D,North,1,High,87,2630
BigBasket,Snacks,Brand D,North,2,Low,216,4330
BigBasket,Snacks,Brand D,North,2,Medium,60,685
BigBasket,Snacks,Brand D,North,2,High,66,3970
BigBasket,Snacks,Brand D,North,3,Low,469,4374
BigBasket,Snacks,Brand D,North,3,Medium,168,4324
BigBasket,Snacks,Brand D,North,3,High,375,2305
BigBasket,Snacks,Brand D,North,4,Low,245,3459
BigBasket,Snacks,Brand D,North,4,Medium,313,2226
BigBasket,Snacks,Brand D,North,4,High,105,2021
BigBasket,Snacks,Brand D,North,5,Low,383,3360
BigBasket,Snacks,Brand D,North,5,Medium,269,693
BigBasket,Snacks,Brand D,North,5,High,83,4221
BigBasket,Snacks,Brand D,South,1,Low,289,3609
BigBasket,Snacks,Brand D,South,1,Medium,122,3738
BigBasket,Snacks,Brand D,South,1,High,241,3148
BigBasket,Snacks,Brand D,South,2,Low,65,4123
BigBasket,Snacks,Brand D,South,2,Medium,158,3215
BigBasket,Snacks,Brand D,South,2,High,399,2912
BigBasket,Snacks,Brand D,South,3,Low,161,1402
BigBasket,Snacks,Brand D,South,3,Medium,316,2052
BigBasket,Snacks,Brand D,South,3,High,461,3270
BigBasket,Snacks,Brand D,South,4,Low,93,1713
BigBasket,Snacks,Brand D,South,4,Medium,387,2495
BigBasket,Snacks,Brand D,South,4,High,253,1426
BigBasket,Snacks,Brand D,South,5,Low,449,3645
BigBasket,Snacks,Brand D,South,5,Medium,198,4301
BigBasket,Snacks,Brand D,South,5,High,120,2989
BigBasket,Snacks,Brand D,East,1,Low,301,1281
BigBasket,Snacks,Brand D,East,1,Medium,418,3640
BigBasket,Snacks,Brand D,East,1,High,237,715
BigBasket,Snacks,Brand D,East,2,Low,353,678
BigBasket,Snacks,Brand D,East,2,Medium,415,2668
BigBasket,Snacks,Brand D,East,2,High,98,2123
BigBasket,Snacks,Brand D,East,3,Low,473,3380
BigBasket,Snacks,Brand D,East,3,Medium,212,1776
BigBasket,Snacks,Brand D,East,3,High,465,4657
BigBasket,Snacks,Brand D,East,4,Low,345,219
BigBasket,Snacks,Brand D,East,4,Medium,389,2986
BigBasket,Snacks,Brand D,East,4,High,327,4984
BigBasket,Snacks,Brand D,East,5,Low,71,253
BigBasket,Snacks,Brand D,East,5,Medium,248,3860
BigBasket,Snacks,Brand D,East,5,High,493,3114
BigBasket,Snacks,Brand D,West,1,Low,169,4428
BigBasket,Snacks,Brand D,West,1,Medium,284,4066
BigBasket,Snacks,Brand D,West,1,High,488,4753
BigBasket,Snacks,Brand D,West,2,Low,50,1903
BigBasket,Snacks,Brand D,West,2,Medium,489,4483
BigBasket,Snacks,Brand D,West,2,High,265,3497
BigBasket,Snacks,Brand D,West,3,Low,311,1128
BigBasket,Snacks,Brand D,West,3,Medium,281,1655
BigBasket,Snacks,Brand D,West,3,High,200,1770
BigBasket,Snacks,Brand D,West,4,Low,193,1483
BigBasket,Snacks,Brand D,West,4,Medium,111,2645
BigBasket,Snacks,Brand D,West,4,High,496,2369
BigBasket,Snacks,Brand D,West,5,Low,131,689
BigBasket,Snacks,Brand D,West,5,Medium,480,1290
BigBasket,Snacks,Brand D,West,5,High,249,4732
BigBasket,Snacks,Brand E,North,1,Low,454,1468
BigBasket,Snacks,Brand E,North,1,Medium,429,1220
BigBasket,Snacks,Brand E,North,1,High,163,790
BigBasket,Snacks,Brand E,North,2,Low,247,4199
BigBasket,Snacks,Brand E,North,2,Medium,479,1978
BigBasket,Snacks,Brand E,North,2,High,65,2043
BigBasket,Snacks,Brand E,North,3,Low,470,2967
BigBasket,Snacks,Brand E,North,3,Medium,55,3264
BigBasket,Snacks,Brand E,North,3,High,172,1093
BigBasket,Snacks,Brand E,North,4,Low,484,1763
BigBasket,Snacks,Brand E,North,4,Medium,332,4265
BigBasket,Snacks,Brand E,North,4,High,362,1293
BigBasket,Snacks,Brand E,North,5,Low,449,4747
BigBasket,Snacks,Brand E,North,5,Medium,337,550
BigBasket,Snacks,Brand E,North,5,High,332,4715
BigBasket,Snacks,Brand E,South,1,Low,478,3389
BigBasket,Snacks,Brand E,South,1,Medium,378,3826
BigBasket,Snacks,Brand E,South,1,High,105,3698
BigBasket,Snacks,Brand E,South,2,Low,248,3436
BigBasket,Snacks,Brand E,South,2,Medium,212,2384
BigBasket,Snacks,Brand E,South,2,High,317,3335
BigBasket,Snacks,Brand E,South,3,Low,257,4131
BigBasket,Snacks,Brand E,South,3,Medium,194,494
BigBasket,Snacks,Brand E,South,3,High,261,4187
BigBasket,Snacks,Brand E,South,4,Low,329,429
BigBasket,Snacks,Brand E,South,4,Medium,429,2141
BigBasket,Snacks,Brand E,South,4,High,182,2983
BigBasket,Snacks,Brand E,South,5,Low,412,4306
BigBasket,Snacks,Brand E,South,5,Medium,220,2775
BigBasket,Snacks,Brand E,South,5,High,423,3424
BigBasket,Snacks,Brand E,East,1,Low,394,949
BigBasket,Snacks,Brand E,East,1,Medium,171,688
BigBasket,Snacks,Brand E,East,1,High,241,4306
BigBasket,Snacks,Brand E,East,2,Low,52,4126
BigBasket,Snacks,Brand E,East,2,Medium,62,1017
BigBasket,Snacks,Brand E,East,2,High,119,3726
BigBasket,Snacks,Brand E,East,3,Low,273,3459
BigBasket,Snacks,Brand E,East,3,Medium,152,2595
BigBasket,Snacks,Brand E,East,3,High,432,4171
BigBasket,Snacks,Brand E,East,4,Low,237,2882
BigBasket,Snacks,Brand E,East,4,Medium,231,202
BigBasket,Snacks,Brand E,East,4,High,157,3225
BigBasket,Snacks,Brand E,East,5,Low,88,2787
BigBasket,Snacks,Brand E,East,5,Medium,150,106
BigBasket,Snacks,Brand E,East,5,High,72,4919
BigBasket,Snacks,Brand E,West,1,Low,301,1543
BigBasket,Snacks,Brand E,West,1,Medium,256,2395
BigBasket,Snacks,Brand E,West,1,High,218,2086
BigBasket,Snacks,Brand E,West,2,Low,232,257
BigBasket,Snacks,Brand E,West,2,Medium,108,423
BigBasket,Snacks,Brand E,West,2,High,232,2004
BigBasket,Snacks,Brand E,West,3,Low,282,3190
BigBasket,Snacks,Brand E,West,3,Medium,126,323
BigBasket,Snacks,Brand E,West,3,High,159,2398
BigBasket,Snacks,Brand E,West,4,Low,274,938
BigBasket,Snacks,Brand E,West,4,Medium,219,3387
BigBasket,Snacks,Brand E,West,4,High,253,187
BigBasket,Snacks,Brand E,West,5,Low,483,1000
BigBasket,Snacks,Brand E,West,5,Medium,209,3606
BigBasket,Snacks,Brand E,West,5,High,427,4022
Amazon,Fruits,Brand A,North,1,Low,438,2481
Amazon,Fruits,Brand A,North,1,Medium,158,4242
Amazon,Fruits,Brand A,North,1,High,349,4420
Amazon,Fruits,Brand A,North,2,Low,243,4823
Amazon,Fruits,Brand A,North,2,Medium,207,3788
Amazon,Fruits,Brand A,North,2,High,104,4304
Amazon,Fruits,Brand A,North,3,Low,103,4763
